Member_ID,Node_I,Node_J,fx'i,fy'i,fz'i,mx'i,my'i,mz'i,fx'j,fy'j,fz'j,mx'j,my'j,mz'j
54,22,34,-1.1154714855009615,-3.9926075611154594,0.5277943622572083,-4847.203705179576,66.3645878836569,2308.061640958227,1.1154714855009615,63.70886006111546,-0.5277943622572083,10598.061705179574,-752.4972588180267,2306.8595795916663
55,22,23,2.3598756248614166,12.542995313018016,-1.8885272042371355,20306.82251102119,2507.2325302724726,-5515.062973016176,-2.3598756248614166,21.422629686981985,1.8885272042371355,11778.20874897881,1930.8063996847955,-6018.307416391495
56,23,35,1.8885272042414272,-4.9078171869842215,2.359875624819655,-5134.707416391476,-1930.8063996847961,4433.306881021146,-1.8885272042414272,34.52062968698422,-2.359875624819655,6901.9074163914765,-1137.0319125807548,-9571.469844100508
57,7,10,108.22130781395268,-2.7700978780232646,2.052195144138749,401.6022024930836,5778.712278935973,5432.355849547723,-46.27970781395268,2.7700978780232646,-2.052195144138749,-401.6022024930836,6102.954581889403,7689.55987978946
58,32,36,233.19901055971462,-1.4154885588125694,1.6661905570318947,336.281416672545,12137.630179417578,6479.57109947264,-119.14951055971464,1.4154885588125694,-1.6661905570318947,-336.281416672545,11728.842816596307,7865.797291733405
59,33,37,328.63940143446405,-3.0007827320813822,-4.747343205258213,189.41097552818195,-469.5364184216014,18429.716756271024,-168.98882143446406,3.0007827320813822,4.747343205258213,-189.41097552818195,-4528.062427381225,13451.089037109243
60,50,54,122.64433021271464,8.59311617013351,-2.031221826828913,128.0091163549514,12372.331362388555,-6331.274610495211,-48.93643021271464,-8.59311617013351,2.031221826828913,-128.0091163549514,10534.561320049506,-9235.679230144313
61,51,55,296.53964869340535,12.607065861379748,5.619714120519566,376.136677754729,-11853.516465571473,-9986.041037175251,-180.8646286934054,-12.607065861379748,-5.619714120519566,-376.136677754729,-10343.597409831355,-17689.536637099423
62,44,45,84.87591531558519,-3.6613818142207215,-1.1387191828262093,965.2001158771086,5668.142911541835,-5311.308694368866,-52.94391531558519,3.6613818142207215,1.1387191828262093,-965.2001158771086,-2593.60111791107,-12922.102204027095
63,34,38,372.2471604148439,-11.68099224130369,2.2669091264409653,59.86534067085347,-6157.6439381204455,3655.8202239950497,-279.99485541484387,11.68099224130369,-2.2669091264409653,-59.86534067085347,-8696.35945827016,8463.248474484983
64,10,36,-3.0002182659978303,30.56798116155793,0.13883906744011687,-9297.692516434845,-369.59902014550767,9308.85202221674,3.0002182659978303,57.42756883844206,-0.13883906744011687,-13596.198108565155,-296.8285035670533,8141.801303261342
65,36,54,-4.089245751520423,56.087581348348714,0.014714943752587861,-14064.75391708666,-14.926721419723663,5910.624426013432,4.089245751520423,37.79111865165128,-0.014714943752587861,-8829.13670791334,-76.30592984632085,-22021.660066251396
66,10,11,0.3519093759815064,29.56716470613819,-0.08531357946012652,10410.589079491616,186.0746277421963,4087.6093886258604,-0.3519093759815064,34.4365152938618,0.08531357946012652,13510.654920508385,197.83647982837272,-10173.56821100399
67,11,37,-2.4208524607557393,32.30277346429907,0.17449924143634066,8664.232044046339,-414.82697733750024,11755.429019744726,2.4208524607557393,79.13849653570092,-0.17449924143634066,10967.554580953662,-422.76938155693506,15917.387358890837
68,36,37,-0.26370780500411684,54.54887566175939,-0.13263429183856085,9148.466404362767,335.5931216858811,5438.59232129201,0.26370780500411684,80.88426433824061,0.13263429183856085,17491.801095637235,261.26119158764243,-13548.322843374754
69,37,55,-5.7941527519369345,77.68616856613627,0.03187099519510467,9656.075411904638,-105.37184189301104,14924.057295958908,5.7941527519369345,57.16173143386372,-0.03187099519510467,5273.207213095362,-92.22832831663823,-33022.48418591399
70,54,55,1.0671957011043105,29.855671011725033,-0.08368894648745062,-19402.76170800642,174.12821948828196,-5586.606527168313,-1.0671957011043105,63.43778898827497,0.08368894648745062,-31158.749791993578,202.47203970524617,-20972.744920069035
71,52,56,86.56169104350744,9.755348450748572,3.5422180446649647,-765.2404751254754,-7380.441912732922,-11394.682716423442,6.621926456492567,-9.755348450748572,-3.5422180446649647,765.2404751254754,-10594.154807862482,-24874.087926555407
72,55,56,4.839938150093644,72.42397927822907,-0.3056653401291291,-30687.886345833995,609.5010833323878,27573.4481752478,-4.839938150093644,28.786775721770926,0.3056653401291291,-29280.593234166005,506.17740813893334,22942.167815288296
73,56,38,4.121254682796113,39.53904092785292,0.08445636691167441,-3847.476560113435,-261.98384850851653,12157.503641540221,-4.121254682796113,55.21906907214708,-0.08445636691167441,-2300.7181948865646,-261.6456263438648,-42845.913138852084
74,56,57,2.070098710107004,40.94474717190071,0.7301622489226918,-26940.23028445804,-404.2322811657418,-12446.14498686013,-2.070098710107004,18.288982828099293,-0.7301622489226918,-13205.47337554196,-1311.6490038025845,-1479.028909173206
75,57,45,0.7301622489048896,-3.82649782807205,-2.070098710108139,595.4289091732948,1311.649003802584,-1850.9215455419726,-0.7301622489048896,30.720982828072053,2.070098710108139,-1479.0289091732948,2373.1267001899014,-16730.036058426256
76,12,18,1.466486525306152,14.142631004730845,0.7896495334047371,-8128.201044692423,-1032.7594580949344,7122.440193883773,-1.466486525306152,4.680988995269155,-0.7896495334047371,7425.787799892423,-862.3994220764343,9620.729967470254
77,45,39,1.6728536342864402,15.228843705058297,0.4407064773953959,5626.099430064092,-1085.809667566048,9229.719091544986,-1.6728536342864402,20.567661294941704,-0.4407064773953959,-7288.912674864092,-862.1129625216022,-6470.965995187327
78,39,38,-0.002198238799110186,-0.7974088034589144,-0.8864509034944192,-12403.394589458432,1199.8018244247637,-7395.2488665143865,0.002198238799110186,74.14877880345892,0.8864509034944192,-26858.677570541564,883.3577987871215,-45623.54457181408
79,39,19,0.7864027307900301,26.95875750851865,0.44290471624063166,-3431.962681250296,-337.6888619031615,-5569.991575354181,-0.7864027307900301,5.029367491481349,-0.44290471624063166,106.33619165029586,-725.2824570743542,222.76576579890047
80,19,18,0.4429047163454243,3.594252508525738,-0.7864027307897534,-1974.0215157988428,725.2824570743483,1769.149436450291,-0.4429047163454243,15.956987491474262,0.7864027307897534,-606.8899842011574,1122.7639602815716,-13588.163041414828
81,10,13,79.05696194638483,-5.685002564550526,1.561446700716254,585.1265948964167,6645.634138049891,3492.7690185021856,-17.535301946384834,5.685002564550526,-1.561446700716254,-585.1265948964167,7223.098845016226,-2462.0284917886083
82,36,40,179.1844847111393,-2.3718817524730973,2.054022485717452,312.4435199733986,11901.987836459884,5267.685574629064,-100.81622721113932,2.3718817524730973,-2.054022485717452,-312.4435199733986,6431.471158102995,174.46304669356414
83,37,41,247.27346324999365,-5.890311465859693,-9.112220772674242,-98.01252449403415,-94.97408468640424,11655.400569659923,-128.84992574999364,5.890311465859693,9.112220772674242,98.01252449403415,9189.658464906855,1233.1478255188958
84,54,58,91.85149054933538,12.766050868009188,-3.0837025841260424,30.18682671306135,12356.799124205472,-7492.450245597873,-26.22715804933538,-12.766050868009188,3.0837025841260424,-30.18682671306135,13856.789183934836,18007.26396122267
85,55,59,213.59916899303477,18.623195006965076,1.8788426667262232,-343.60811696630026,-6097.470132252058,-12150.654039159032,-107.92771649303478,-18.623195006965076,-1.8788426667262232,343.60811696630026,-6464.28839890874,14893.468927964743
86,38,42,275.6859629206385,-7.807552396167751,7.071569766041625,-576.8373867488312,-12483.321501687393,19186.079181736925,-180.46369292063844,7.807552396167751,-7.071569766041625,576.8373867488312,-11656.914376624998,9103.689008610128
87,56,60,63.19248972201158,4.598266179003329,6.39651385159276,-605.2017535901357,-12251.607460452244,-21912.192233280333,27.80200027798842,-4.598266179003329,-6.39651385159276,605.2017535901357,-13429.587938848214,-19375.772743410693
88,58,59,-1.1636125543104754,17.359304774221318,-0.07073414179963011,-4809.7255996624035,61.00657119659172,-10914.355114967177,1.1636125543104754,60.643020225778685,0.07073414179963011,-16122.098158337598,257.2970669017436,-34969.69065103692
89,59,60,-1.3595115627119867,73.58314588119003,0.04618592724072401,-13235.796681389607,-89.10785695689196,45985.54783594737,1.3595115627119867,21.87204161880997,-0.04618592724072401,-28038.819028610393,-79.47077747175081,34824.550049396246
90,60,61,-0.797330641489225,39.74166711631975,0.5775441752598596,-19694.368053289887,-1173.792676297874,-18959.127834281066,0.797330641489225,21.935262883680245,-0.5775441752598596,-16699.051606710116,-183.43613556279706,-1738.3841923676082
91,43,21,-1.8717006444478557,28.10254493950567,-1.4269571861073747,-6884.892669967933,1461.6931810084097,-5982.340262036667,1.8717006444478557,7.226380060494332,1.4269571861073747,3117.466180367933,1963.0040656492893,-2683.1717131497517
92,21,20,-1.4269571869333504,2.537239939594169,1.8717006444508195,701.5159631497113,-1963.0040656492893,5001.1794251679485,1.4269571869333504,25.258540060405828,-1.8717006444508195,-3635.4399631497113,-2435.492448810138,-20192.75656711165
93,20,15,2.3294099834325834,6.360454519373938,-1.8792085011836264,-5038.976136675349,2379.596168884591,-20950.506111298528,-2.3294099834325834,25.891705480626058,1.8792085011836264,3931.7733814653493,2130.5042339561096,-9165.85529220401
94,13,14,1.1985911400331588,28.956749063103754,0.16646640469608942,6544.123441887725,-549.0825602722584,1853.4837936224176,-1.1985911400331588,37.73505093689624,-0.16646640469608942,8935.255460112277,-200.01626086014357,-8738.983009655529
95,43,42,0.8522018229214154,-0.05441404083044432,2.1548283799395995,-11307.888840439024,-2721.544125574177,-8890.726427180232,-0.8522018229214154,70.85512404083045,-2.1548283799395995,-23795.606819560977,-2342.3025672838803,-46483.79331897135
96,18,38,0.6800837945148999,1.217263513360562,0.34674481731929774,2836.748751922401,-260.3645382051218,-8568.308451671426,-0.6800837945148999,59.69722148663944,-0.34674481731929774,-2400.671241722401,-571.8230233611921,13133.004713736767
97,45,68,44.290088782456436,-4.604073199642009,1.3720860046757313,-322.116916746746,-1553.4694029797247,-2434.854762854193,-24.418088782456433,4.604073199642009,-1.3720860046757313,322.116916746746,-2151.1628096447457,-15888.622876179252
98,61,68,0.5775441752587085,-6.481577883691962,0.7973306415020573,633.8841923676209,183.43613556290074,-5217.763776709951,-0.5775441752587085,29.375262883691963,-0.7973306415020573,-1738.384192367621,-1602.6846774365695,-19072.11632626164
99,68,43,-4.026529024387685,9.922825898768782,-0.5747553631799973,3889.5470020123066,1280.5677606898207,9730.693450082365,4.026529024387685,23.082479101231222,0.5747553631799973,-5773.260246812307,1259.8509445657673,-8256.235057524374
100,8,69,141.79682223874138,-5.19388855981969,-3.1398417501466724,815.2458968347144,-3216.24933509539,345.25313138072215,-106.31402223874139,5.19388855981969,3.1398417501466724,-815.2458968347144,3006.938822793401,31.587312862682666
101,69,11,115.44807433242724,-4.806145799073228,-4.549625607902517,115.2167012921725,4362.925094690125,34.14572829046301,-75.67119433242723,4.806145799073228,4.549625607902517,-115.2167012921725,-4570.227399021742,7098.211442960672
102,9,70,88.8038204286213,-3.232898696692928,-4.09010102754857,893.0879258334252,663.2913544864882,-527.4039177608735,-73.2038204286213,3.232898696692928,4.09010102754857,-893.0879258334252,595.1450327040825,-3062.6093227745732
103,70,12,77.55776833492908,-3.620641457719671,-2.6803171698704276,177.8560415769923,758.6811917680266,2996.876281621415,-62.91776833492908,3.620641457719671,2.6803171698704276,-177.8560415769923,-232.25301244294894,-6963.142249542992
104,12,71,58.55518065543974,-2.761518330846207,-3.305607491394639,367.0714836721502,193.7126077739391,891.7883784134898,-43.91518065543974,2.761518330846207,3.305607491394639,-367.0714836721502,1176.857505608818,-3698.238125055883
105,71,15,47.88794691254472,-2.794947036521066,-3.7180543543277125,358.403376351607,772.2015482580996,4224.333144297401,-26.92394691254472,2.794947036521066,3.7180543543277125,-358.403376351607,915.0718300843146,-6845.511643600843
106,11,72,102.34961412541432,-6.867172343733145,-4.832950626921978,-135.1676630206573,-4290.239646767577,6481.52218423999,-62.572734125414314,6.867172343733145,4.832950626921978,135.1676630206573,4465.42611811224,-2131.550848279745
107,72,14,72.087967868238,-6.833743638410169,-4.420503764023358,-248.5143318545778,3700.5179893063264,1605.455829038241,-29.203027868237996,6.833743638410169,4.420503764023358,248.5143318545778,-4686.580107874786,-1431.2882898920252
108,69,70,1.4097838577562811,4.353947906313524,-0.3877427615887501,-65.73304115315207,700.0291955425446,-3106.663917483526,-1.4097838577562811,9.134052093686476,0.3877427615887501,65.73304115315207,715.2318842563932,-5617.026224472111
109,71,72,-0.41244686293111954,9.51523374281794,-0.033428705795732705,526.0950192415071,8.668107320522154,6212.259053866919,0.41244686293111954,3.972766257182058,0.033428705795732705,-526.0950192415071,113.34666883390207,3902.744107418572
110,13,73,2.264443566697537,37.62899591293988,-0.3827559567983543,-11053.242599490042,677.0956955198626,15165.292760833341,-2.264443566697537,24.924664087060123,0.3827559567983543,-8622.396800509958,777.3769403138858,11931.623708338182
111,73,40,1.9679059433933617,-32.10484370106125,1.469014097793746,-12408.555517295888,-1026.3166725295014,-25587.032647611974,-1.9679059433933617,85.45115120106125,-1.469014097793746,-7590.467638704113,-442.697425264254,-41637.63290144919
112,40,74,4.531541580527687,51.68889073455069,-0.6829091643437213,-9987.216670029866,1073.4145286932471,45944.97742520633,-4.531541580527687,7.8765667654493114,0.6829091643437213,-12003.574698970135,859.2184063994864,44301.797006872126
113,74,58,3.308363777124555,15.527173919814196,0.06560066735286174,-9401.157875062418,-210.99570711677188,-41589.13649051269,-3.308363777124555,51.46515858018581,-0.06560066735286174,-12069.201993937582,-10.078541862372731,-37854.89450241349
114,14,75,7.764423372058502,38.28765482029161,-0.805548203647676,12160.265804588567,1634.3434755810076,9066.216652650346,-7.764423372058502,20.37608517970839,0.805548203647676,4977.373595411432,1426.739698280161,2611.36366445777
115,75,41,6.803070343083164,-17.67647538621846,0.3976418424038286,5508.985291132162,-478.5890399817581,-9749.532444510427,-6.803070343083164,80.21442288621846,-0.3976418424038286,6900.733864867838,80.94719757791609,-25093.68478970799
116,59,76,10.669065013424017,74.29376942366508,-0.19881048208941277,-12380.713052809544,547.1451919224364,51383.142732885324,-10.669065013424017,3.6801230763349224,0.19881048208941277,-1373.8428161904558,122.8461327188852,47830.99360456597
117,76,41,12.597807397131135,-0.45616708018396324,-0.921176101682569,-9547.103100672943,1152.8604680300868,-43812.989785826096,-12.597807397131135,69.21326458018396,0.921176101682569,-4854.384268327058,1454.0678997315845,-51660.10142939452
118,76,77,0.722365619591983,54.259944003834704,1.9287423835674389,-7231.412369339874,-1275.7066007489666,9167.184909136788,-0.722365619591983,-10.241994003834701,-1.9287423835674389,7226.488094039874,-653.0357828184751,28644.87450769823
119,77,74,-2.6306927262694444,10.515012191557116,0.28605147092854666,3867.782998922027,-392.99277898280843,-19960.696944791154,2.6306927262694444,42.982937808442884,-0.28605147092854666,-3872.7072742220275,-608.1873692671043,-6746.825797758935
120,75,78,1.2031900458550808,42.34599020640091,0.9613530290111072,4621.146121947302,-948.1506582984039,5618.235513456427,-1.2031900458550808,-6.743190206400909,-0.9613530290111072,1058.5113290526979,-13.202370712704578,24507.251892944565
121,78,73,-3.9658157423846205,9.582435639146459,0.11785981141346458,732.7966909039269,-15.428448405033578,-16971.113793336306,3.9658157423846205,35.50036436085354,-0.11785981141346458,4946.860760096073,-397.08089154209256,-3322.658669651086
122,41,79,4.1367822583451925,91.82709655328846,1.581790389844329,-11149.004848901113,-541.9840667901517,28175.590132869336,-4.1367822583451925,-41.815949053288456,-1.581790389844329,-1488.4907540988872,-1039.8063230541811,30243.780876419216
123,79,40,4.205945747752821,3.632799724618108,0.19175388463385268,-358.31636445069284,-352.865012762898,-24636.904518673597,-4.205945747752821,27.706707775381894,-0.19175388463385268,-3806.099238549307,-318.27358345558605,-5081.022401163025
124,78,79,-1.2133507988808105,-17.748431604057416,-1.0310799399434245,4283.267517665052,952.1571231167181,-1999.6060477741994,1.2133507988808105,40.824431604057416,1.0310799399434245,216.73248233494814,78.92281682668545,-27227.045556283236
125,79,77,0.17668570639943937,27.346717724386032,-0.9619164504445177,926.391159919538,1313.7485189904255,29585.578437733697,-0.17668570639943937,-2.07471772438603,0.9619164504445177,3573.608840080462,1408.4750357675566,19316.95272227876
126,13,80,42.602136970315456,-3.587025402519089,0.7456115175085318,457.1134596487926,7990.201361871308,-1008.4153579324584,3.124384267684544,3.587025402519089,-0.7456115175085318,1219.2474533512072,5818.38354684883,-1551.2168308843457
127,14,81,55.2986568301705,0.007840901605307593,-0.9454724230161409,-1091.1568087986038,-6877.661993351232,9978.003959547597,-13.085716830170501,-0.007840901605307593,0.9454724230161409,1091.1568087986038,-1605.6267260922764,-550.8393529290188
128,15,82,24.622786642147872,0.6676629995942243,-1.9202753924244242,-196.8484389125369,1382.6154275068602,569.2243525868034,-1.2929591601478734,-0.6676629995942243,1.9202753924244242,-45.86298098746312,3054.059581078625,6716.227447992993
129,58,83,43.71384219491156,9.528421233003158,-1.8544893625855083,-20.741202621190553,12517.247305094757,10949.336506853224,-4.161343890911553,-9.528421233003158,1.8544893625855083,-478.94424287880946,6243.909882954524,14879.11643665782
