Member_ID,End,Fx,Fy,Fz,Mx,My,Mz,End,Fx,Fy,Fz,Mx,My,Mz
183,Node_I,-1.735133,-3.348765,0.334048,22.103199,-6.3766,-91.068939,Node_J,1.735133,3.348765,-0.334048,-22.103199,-17.624868,-149.541199
184,Node_I,-0.03187,0.173863,-0.278045,4.491808,21.047699,21.066458,Node_J,0.03187,-0.173863,0.278045,-4.491808,21.461437,5.514685
185,Node_I,-0.830155,-0.624293,0.183387,-12.166805,-12.966626,-44.966042,Node_J,0.830155,0.624293,-0.183387,12.166805,-12.303205,-41.058617
186,Node_I,-1.144857,-5.510452,-0.503723,71.818008,-6.473373,29.941652,Node_J,1.144857,5.510452,0.503723,-71.818008,26.304987,-246.888641
187,Node_I,0.265147,-1.857956,-0.314701,6.504102,22.075464,-169.408051,Node_J,-0.265147,1.857956,0.314701,-6.504102,20.838575,-83.95092
188,Node_I,0.727868,0.419478,0.222438,-0.197364,-14.543384,26.343628,Node_J,-0.727868,-0.419478,-0.222438,0.197364,-10.196278,20.310911
189,Node_I,1.193316,-2.132835,0.479758,32.210964,-11.154431,-69.716408,Node_J,-1.193316,2.132835,-0.479758,-32.210964,-23.316351,-83.528648
190,Node_I,-0.590371,4.578801,0.883105,-1.008679,-37.734459,283.708099,Node_J,0.590371,-4.578801,-0.883105,1.008679,-25.716978,45.280483
191,Node_I,-1.055818,1.397586,0.625785,30.724957,-14.683663,-10.534708,Node_J,1.055818,-1.397586,-0.625785,-30.724957,-30.279264,110.951836
192,Node_I,0.15281,-0.470372,-0.465447,-43.141132,32.186768,-32.441898,Node_J,-0.15281,0.470372,0.465447,43.141132,31.283651,-31.700068
